date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:41:31	805/805	---M-Z	200	added ('OK')	text/xml	date:Thu,%2020%20Aug%202026%2000:41:31%20GMT	https://www.patlive.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/xmlrpc0db0.php	(from https://www.patlive.com/)
20:41:31	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2020%20Aug%202026%2000:41:31%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Natalia's%20Work/www.googletagmanager.com/gtm.b5445.delayed	(from https://www.patlive.com/)
20:41:31	1595/1595	---M-Z	200	added ('OK')	image/png	date:Fri,%2007%20Aug%202026%2012:49:33%20GMT	https://www.patlive.com/wp-content/uploads/2026/08/cropped-PATLive-Logo-300x300-1-32x32.png	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/wp-content/uploads/2026/08/cropped-PATLive-Logo-300x300-1-32x32.png	(from https://www.patlive.com/)
20:41:31	15102/15102	---M-Z	200	added ('OK')	image/png	date:Fri,%2007%20Aug%202026%2012:49:33%20GMT	https://www.patlive.com/wp-content/uploads/2026/08/cropped-PATLive-Logo-300x300-1-192x192.png	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/wp-content/uploads/2026/08/cropped-PATLive-Logo-300x300-1-192x192.png	(from https://www.patlive.com/)
20:41:32	13803/13803	---M-Z	200	added ('OK')	image/png	date:Fri,%2007%20Aug%202026%2012:49:33%20GMT	https://www.patlive.com/wp-content/uploads/2026/08/cropped-PATLive-Logo-300x300-1-180x180.png	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/wp-content/uploads/2026/08/cropped-PATLive-Logo-300x300-1-180x180.png	(from https://www.patlive.com/)
20:41:32	437867/437867	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:39:25%20GMT	https://www.patlive.com/why-patlive/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/why-patlive/index.html	(from https://www.patlive.com/)
20:41:33	498951/498951	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:20:54%20GMT	https://www.patlive.com/why-patlive/reviews-and-awards/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/why-patlive/reviews-and-awards/index.html	(from https://www.patlive.com/)
20:41:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Aug%202026%2000:41:33%20GMT	https://www.patlive.com/blog	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/blog	(from https://www.patlive.com/)
20:41:33	371575/371575	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:00:44%20GMT	https://www.patlive.com/customer-stories/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/customer-stories/index.html	(from https://www.patlive.com/)
20:41:33	4138/4138	---M-Z	200	added ('OK')	image/png	date:Mon,%2010%20Aug%202026%2014:57:25%20GMT	https://www.patlive.com/wp-content/uploads/2026/05/patlive-logo.png	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/wp-content/uploads/2026/05/patlive-logo.png	(from https://www.patlive.com/)
20:41:33	450549/450549	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2015:58:52%20GMT	https://www.patlive.com/why-patlive/press-news/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/why-patlive/press-news/index.html	(from https://www.patlive.com/)
20:41:34	280063/280063	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2015:47:51%20GMT	https://www.patlive.com/contact-us/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/contact-us/index.html	(from https://www.patlive.com/)
20:41:34	481582/481582	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:39:56%20GMT	https://www.patlive.com/blog/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/blog/index.html	(from https://www.patlive.com/)
20:41:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Aug%202026%2000:41:34%20GMT	https://www.patlive.com/pricing	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/pricing	(from https://www.patlive.com/)
20:41:34	380376/380376	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:31:45%20GMT	https://www.patlive.com/resources/guides-ebooks/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/resources/guides-ebooks/index.html	(from https://www.patlive.com/)
20:41:34	329361/329361	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:23:01%20GMT	https://www.patlive.com/faqs/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/faqs/index.html	(from https://www.patlive.com/)
20:41:35	410168/410168	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:20:23%20GMT	https://www.patlive.com/products/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/products/index.html	(from https://www.patlive.com/)
20:41:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Aug%202026%2000:41:35%20GMT	https://www.patlive.com/contact-us	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/contact-us	(from https://www.patlive.com/)
20:41:35	553692/553692	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:38:37%20GMT	https://www.patlive.com/products/live-phone-answering/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/products/live-phone-answering/index.html	(from https://www.patlive.com/)
20:41:35	514944/514944	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:38:37%20GMT	https://www.patlive.com/products/outbound-calling/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/products/outbound-calling/index.html	(from https://www.patlive.com/)
20:41:35	542821/542821	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:20:46%20GMT	https://www.patlive.com/products/live-chat/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/products/live-chat/index.html	(from https://www.patlive.com/)
20:41:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Aug%202026%2000:41:35%20GMT	https://www.patlive.com/industries/real-estate	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/real-estate	(from https://www.patlive.com/)
20:41:36	391089/391089	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:20:29%20GMT	https://www.patlive.com/solutions/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/solutions/index.html	(from https://www.patlive.com/)
20:41:36	475977/475977	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:21:29%20GMT	https://www.patlive.com/solutions/after-hours/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/solutions/after-hours/index.html	(from https://www.patlive.com/)
20:41:36	490320/490320	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2015:58:29%20GMT	https://www.patlive.com/solutions/appointment-scheduling/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/solutions/appointment-scheduling/index.html	(from https://www.patlive.com/)
20:41:36	478207/478207	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:21:29%20GMT	https://www.patlive.com/solutions/call-screening-transfers/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/solutions/call-screening-transfers/index.html	(from https://www.patlive.com/)
20:41:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Aug%202026%2000:41:36%20GMT	https://www.patlive.com/contact-us	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/contact-us	(from https://www.patlive.com/)
20:41:37	498851/498851	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:11:51%20GMT	https://www.patlive.com/solutions/front-desk-receptionist/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/solutions/front-desk-receptionist/index.html	(from https://www.patlive.com/)
20:41:37	486274/486274	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2015:50:37%20GMT	https://www.patlive.com/solutions/lead-capture/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/solutions/lead-capture/index.html	(from https://www.patlive.com/)
20:41:38	464841/464841	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2018:03:03%20GMT	https://www.patlive.com/solutions/message-taking/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/solutions/message-taking/index.html	(from https://www.patlive.com/)
20:41:38	215117/215117	---MCZ	200	added ('OK')	video/mp4	date:Wed,%2012%20Aug%202026%2014:20:30%20GMT	https://www.patlive.com/wp-content/uploads/2026/08/PATLive-Hero-Animation-Optimized.mp4	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/wp-content/uploads/2026/08/PATLive-Hero-Animation-Optimized.mp4	(from https://www.patlive.com/)
20:41:38	481468/481468	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2018:31:30%20GMT	https://www.patlive.com/solutions/client-intake/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/solutions/client-intake/index.html	(from https://www.patlive.com/)
20:41:38	483857/483857	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:36:32%20GMT	https://www.patlive.com/solutions/overflow/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/solutions/overflow/index.html	(from https://www.patlive.com/)
20:41:38	490603/490603	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2017:10:43%20GMT	https://www.patlive.com/solutions/order-processing/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/solutions/order-processing/index.html	(from https://www.patlive.com/)
20:41:38	477218/477218	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2017:18:37%20GMT	https://www.patlive.com/solutions/bilingual-support/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/solutions/bilingual-support/index.html	(from https://www.patlive.com/)
20:41:39	592139/592139	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:39:33%20GMT	https://www.patlive.com/industries/legal/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/legal/index.html	(from https://www.patlive.com/)
20:41:39	603902/603902	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:05:02%20GMT	https://www.patlive.com/industries/financial-answering-service/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/financial-answering-service/index.html	(from https://www.patlive.com/)
20:41:39	591713/591713	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:38:38%20GMT	https://www.patlive.com/industries/agencies-marketing/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/agencies-marketing/index.html	(from https://www.patlive.com/)
20:41:39	3273/3273	---M-Z	200	added ('OK')	image/png	date:Mon,%2010%20Aug%202026%2014:53:24%20GMT	https://www.patlive.com/wp-content/uploads/2026/06/2024-forbes-advisor-awards.png	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/wp-content/uploads/2026/06/2024-forbes-advisor-awards.png	(from https://www.patlive.com/)
20:41:39	752382/752382	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2018:30:41%20GMT	https://www.patlive.com/industries/nonprofits/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/nonprofits/index.html	(from https://www.patlive.com/)
20:41:40	590752/590752	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2021:47:09%20GMT	https://www.patlive.com/industries/industrial-supply/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/industrial-supply/index.html	(from https://www.patlive.com/)
20:41:40	587477/587477	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2017:11:34%20GMT	https://www.patlive.com/industries/it-saas-tech/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/it-saas-tech/index.html	(from https://www.patlive.com/)
20:41:40	603686/603686	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:39:37%20GMT	https://www.patlive.com/industries/small-business/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/small-business/index.html	(from https://www.patlive.com/)
20:41:40	599598/599598	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:33:18%20GMT	https://www.patlive.com/industries/medical-wellness/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/medical-wellness/index.html	(from https://www.patlive.com/)
20:41:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Aug%202026%2000:41:39%20GMT	https://www.patlive.com/industries/ecommerce/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/ecommerce/index.html	(from https://www.patlive.com/)
20:41:40	3652/3652	---M-Z	200	added ('OK')	image/png	date:Mon,%2010%20Aug%202026%2014:53:21%20GMT	https://www.patlive.com/wp-content/uploads/2026/06/us-news-world-report-vector-logo.png	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/wp-content/uploads/2026/06/us-news-world-report-vector-logo.png	(from https://www.patlive.com/)
20:41:41	596269/596269	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2015:48:05%20GMT	https://www.patlive.com/industries/real-estate/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/real-estate/index.html	(from https://www.patlive.com/)
20:41:41	566671/566671	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2017:27:52%20GMT	https://www.patlive.com/industries/real-estate-investors/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/real-estate-investors/index.html	(from https://www.patlive.com/)
20:41:41	566309/566309	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2017:47:46%20GMT	https://www.patlive.com/industries/real-estate-agents/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/real-estate-agents/index.html	(from https://www.patlive.com/)
20:41:41	543619/543619	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2021:47:10%20GMT	https://www.patlive.com/industries/title-settlement/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/title-settlement/index.html	(from https://www.patlive.com/)
20:41:42	565058/565058	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:01:24%20GMT	https://www.patlive.com/industries/home-inspectors/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/home-inspectors/index.html	(from https://www.patlive.com/)
20:41:42	547661/547661	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:22:34%20GMT	https://www.patlive.com/industries/property-management/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/property-management/index.html	(from https://www.patlive.com/)
20:41:42	576900/576900	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2015:54:39%20GMT	https://www.patlive.com/industries/home-services-trades/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/home-services-trades/index.html	(from https://www.patlive.com/)
20:41:42	572330/572330	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2000:41:42%20GMT	https://www.patlive.com/industries/chiropractors/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/chiropractors/index.html	(from https://www.patlive.com/)
20:41:42	556054/556054	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2015:49:34%20GMT	https://www.patlive.com/industries/electrician/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/electrician/index.html	(from https://www.patlive.com/)
20:41:43	547219/547219	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:03:24%20GMT	https://www.patlive.com/industries/hvac/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/hvac/index.html	(from https://www.patlive.com/)
20:41:43	556937/556937	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2015:53:07%20GMT	https://www.patlive.com/industries/roofing/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/roofing/index.html	(from https://www.patlive.com/)
20:41:43	556596/556596	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:20:32%20GMT	https://www.patlive.com/industries/contractors/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/contractors/index.html	(from https://www.patlive.com/)
20:41:43	556604/556604	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2018:34:00%20GMT	https://www.patlive.com/industries/construction/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/construction/index.html	(from https://www.patlive.com/)
20:41:43	560405/560405	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:22:34%20GMT	https://www.patlive.com/industries/landscaping/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/landscaping/index.html	(from https://www.patlive.com/)
20:41:44	451205/451205	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:39:43%20GMT	https://www.patlive.com/how-it-works/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/how-it-works/index.html	(from https://www.patlive.com/)
20:41:44	557726/557726	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2000:41:43%20GMT	https://www.patlive.com/industries/plumbing/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/plumbing/index.html	(from https://www.patlive.com/)
20:41:44	405981/405981	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:39:40%20GMT	https://www.patlive.com/how-it-works/virtual-receptionists/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/how-it-works/virtual-receptionists/index.html	(from https://www.patlive.com/)
20:41:44	408190/408190	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2017:02:48%20GMT	https://www.patlive.com/how-it-works/tools-mobile-app/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/how-it-works/tools-mobile-app/index.html	(from https://www.patlive.com/)
20:41:44	1994/1994	---M-Z	200	added ('OK')	image/png	date:Wed,%2017%20Jun%202026%2022:39:09%20GMT	https://www.patlive.com/wp-content/uploads/2026/06/Businesscom_logo.png	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/wp-content/uploads/2026/06/Businesscom_logo.png	(from https://www.patlive.com/)
20:41:45	494859/494859	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:21:29%20GMT	https://www.patlive.com/how-it-works/integrations/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/how-it-works/integrations/index.html	(from https://www.patlive.com/)
20:41:45	673776/673776	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:39:30%20GMT	https://www.patlive.com/pricing/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/pricing/index.html	(from https://www.patlive.com/)
20:41:45	63928/63928	---M-Z	200	added ('OK')	image/png	date:Mon,%2010%20Aug%202026%2014:56:49%20GMT	https://www.patlive.com/wp-content/uploads/2026/05/live-call.png	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/wp-content/uploads/2026/05/live-call.png	(from https://www.patlive.com/)
20:41:45	56755/56755	---M-Z	200	added ('OK')	image/png	date:Mon,%2010%20Aug%202026%2014:56:11%20GMT	https://www.patlive.com/wp-content/uploads/2026/05/patlive-sign-services.png	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/wp-content/uploads/2026/05/patlive-sign-services.png	(from https://www.patlive.com/)
20:41:45	464658/464658	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:39:52%20GMT	https://www.patlive.com/enterprise/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/enterprise/index.html	(from https://www.patlive.com/)
20:41:45	195934/195934	---MCZ	200	added ('OK')	image/png	date:Mon,%2010%20Aug%202026%2014:54:44%20GMT	https://www.patlive.com/wp-content/uploads/2026/05/outbound-img.png	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/wp-content/uploads/2026/05/outbound-img.png	(from https://www.patlive.com/)
20:41:46	1674168/1674168	---MCZ	200	added ('OK')	image/png	date:Fri,%2007%20Aug%202026%2015:04:59%20GMT	https://www.patlive.com/wp-content/uploads/2026/08/image-4.png	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/wp-content/uploads/2026/08/image-4.png	(from https://www.patlive.com/)
20:41:46	344725/344725	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2017:02:45%20GMT	https://www.patlive.com/press-news/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/press-news/index.html	(from https://www.patlive.com/)
20:41:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Aug%202026%2000:41:46%20GMT	https://www.patlive.com/industries/real-estate-agents	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/industries/real-estate-agents	(from https://www.patlive.com/)
20:41:47	362952/362952	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202026%2016:09:45%20GMT	https://www.patlive.com/resources/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/resources/index.html	(from https://www.patlive.com/)
20:41:47	317842/317842	---MCZ	200	added ('OK')	image/png	date:Fri,%2007%20Aug%202026%2014:39:00%20GMT	https://www.patlive.com/wp-content/uploads/2026/08/website-crop.png	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/wp-content/uploads/2026/08/website-crop.png	(from https://www.patlive.com/)
20:41:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Aug%202026%2000:41:46%20GMT	https://www.patlive.com/patlive-advantage/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/patlive-advantage/index.html	(from https://www.patlive.com/)
20:41:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Aug%202026%2000:41:47%20GMT	https://www.patlive.com/solutions/home-inspectors/	C:/My%20Web%20Sites/Natalia's%20Work/www.patlive.com/solutions/home-inspectors/index.html	(from https://www.patlive.com/)
